text,label
"Militants Turn Over Keys to Najaf Shrine NAJAF, Iraq - Thousands of pilgrims streamed into the Imam Ali Shrine on Friday, and militants who had been holed up in the site left it, handing the keys to Shiite religious authorities after Iraq's top Shiite cleric brokered a peace deal to end three weeks of fighting in this holy city.    Dozens of militants piled Kalashnikov rifles in front of the offices of their leader, radical Shiite cleric Muqtada al-Sadr...",Politics
"Sharon says opponents of pullout calling for a civil war JERUSALEM -- Prime Minister Ariel Sharon of Israel lashed out yesterday against what he called growing incitement toward violence by opponents of his Gaza Strip withdrawal plan, while thousands of Jewish settlers and their supporters gathered in the city to protest the proposed pullout.",Politics
"Doctors involved in abuse at Abu Ghraib, report  LONDON -- Doctors working for the US military in Iraq collaborated with interrogators in the abuse of detainees at Baghdad's Abu Ghraib prison, profoundly breaching medical ethics and human rights, a bioethicist charges in The Lancet medical journal.",Politics
"US soccer battling through qualifying Winning at home and tying on the road is the proven formula for success in World Cup qualifying, but the manner by which the US team has compiled two ties and a victory ",Sport
"Defending champ Srichaphan advances Two-time defending champion Paradorn Srichaphan rallied for a 3-6, 7-6 (3), 6-3 victory over Joachim Johansson Friday to reach the semifinals of the TD Waterhouse Cup.",Sport
Boston Red Sox Team Report - September 1 (Sports Network) - The red-hot Boston Red Sox hope to continue rolling as they continue their three-game set with the Anaheim Angels this evening at Fenway Park.,Sport
"Health hurdle for Latham #39;s campaign MARK Latham #39;s campaign to become prime minister has suffered an unexpected setback after the Labor leader was rushed to hospital suffering stomach cramps, forcing him to cancel all public engagements until next ...",Politics
"Sutton gambles, loses BLOOMFIELD HILLS, Mich.The Europeans got more than they imagined possible and Hal Sutton got what he was asking for - a first-day disaster at the Ryder Cup.",Sport
"Bush Calls McCain About Anti-Kerry Ads LAS CRUCES, N.M. - President Bush wants to work with Republican Sen...",Politics
"WHO warns Thai bird flu monitoring lagging BANGKOK: The World Health Organisation (WHO) has criticised Thailand for not doing enough to monitor birds capable of carrying the deadly avian flu virus, the media reports, following the kingdom #39;s ninth human death.",Politics
"Israel hits Hamas training camp in the deadliest attack in Gaza for nearly four months, as Israel strikes back after a double suicide bombing. field used at night as a training base for militants, locals said.",Politics
"Graeme Souness Profile As a player, Souness built up a fearsome reputation as a hard man of the game - many feel that his style of play, with more than the odd cynical foul thrown in, could never fit into the modern game.",Sport
"Bush Announces Plan to Realign Thousands of Troops President Bush today announced plans to shift 60,000 to 70,000 U.S. troops who are now stationed in Europe and Asia.",Politics
"National League Game Capsules Houston, TX -- Roger Clemens pitched seven strong innings to win his fourth straight start and was supported by four first-inning homers, as the red-hot Houston Astros completed a three-game sweep of Cincinnati with a 5-2 victory and matched a franchise ",Sport
"Jets give QB \$64m extension Chad Pennington agreed to a \$64 million, seven-year contract extension with the New York Jets yesterday that includes \$23 million in guaranteed money.",Sport
"Healthy-scratch Hull leaves practice in a huff ST. PAUL, Minn. - A winner of the World Cup of Hockey tournament has yet to be crowned, but newly signed Coyotes player Brett Hull already is assured an award - Most Unhappy Player.",Sport
"China Olympians return as heroes They were greeted at Beijing airport by a senior party leader, a brass band and a traditional drum and cymbal troop, as well as crowds of well-wishers.",Sport
"Protesters March Across Brooklyn Bridge (AP) AP - Thousands of abortion-rights activists marched across the Brooklyn Bridge on Saturday, the latest in a growing procession of protests leading up to the Republican National Convention.",Politics
O #39;Connor #39;s first gold for Ireland Cian O #39;Connor has claimed Ireland #39;s first ever equestrian Olympic medal by winning the individual show jumping gold in Athens as rivals ahead of him faltered.,Sport
US children 'abandoned in Africa' Texas authorities are investigating claims that a US mother left her seven adopted children in Nigeria and went to work in Iraq.,Politics
"AL Wrap: Silva Stifles White Sox as Twins Win Again Carlos Silva tossed a one-hitter before leaving the game with a bruised ankle as the Minnesota Twins won their eighth straight game, downing the Chicago White Sox 6-1 on Wednesday.",Sport
"Sharon Rebuffed by Party, as Arafat Admits Making Mistakes AMALLAH, West Bank, Aug. 18 - The leaders of Israel and the Palestinians faced deep dissension in their constituencies on Wednesday, with Yasir Arafat making a rare admission of personal error to those seeking change, and Ariel Sharon ...",Politics
Lions' Porcher Accepting Diminished Role (AP) AP - Robert Porcher knows his NFL career is heading toward the end.,Sport
"Cannons find target in rout The Boston Cannons said they weren't looking for revenge last night against the Baltimore Bayhawks, who drubbed the Cannons in their penultimate game of the season. That's what they said.",Sport
Urgent review over Palace protest Police and Home Office officials have begun an urgent review of security measures after a protester dressed as Batman scaled Buckingham Palace.,Politics
"Still coasting along Amid the stormy gloom in Gotham, the rain-idled Yankees last night had plenty of time to gather in front of their televisions and watch the Red Sox Express roar toward them. The national telecast might have been enough to send a jittery Boss Steinbrenner searching his Bartlett's Familiar Quotations for some  quot;Little Engine That Could quot; metaphor.",Sport
"Energy keen to light up Europe Zimbabwe goalkeeper Energy Murambadoro believes it is only a matter of time before he gets a dream move to a top European club. Murambadoro, selected as one of the best players of the 2004 African Cup of Nations ",Sport
Calm returns to Herat after weekend #39;s violence The western Afghan city of Herat was calm yesterday following bloody clashes between supporters of the powerful ousted governor and US and Afghan forces sent to keep the peace.,Politics
" #39;It still hasn #39;t sunk in #39; - Fridman #39;s father  #39;I awoke at 2 am in a daze and couldn #39;t get back to sleep, quot; Uri Fridman says of the morning after his son earned Israel #39;s first-ever Olympic gold medal in mistral windsailing in Athens.",Sport
Bonds looks to join 700-home run club tonight MILWAUKEE (SportsTicker) - Barry Bonds tries to go where just two players have gone before when the San Francisco Giants visit the Milwaukee Brewers on Tuesday.,Sport
"Stocks Sharply Higher on Dip in Oil Prices NEW YORK - A drop in oil prices and upbeat outlooks from Wal-Mart and Lowe's prompted some bargain-hunting on Wall Street, sending stocks sharply higher Monday, with the swing exaggerated by thin late summer trading. The Dow Jones industrials surged more than 120 points higher in late trading...",Politics
"Jaguar gives up on Formula One London, England (Sports Network) - Jaguar Racing made the announcement on Friday that it would no longer be competing in the series at the end of the 2004 season.",Sport
"Sadr Militia Still Controls Iraq Shrine - Witness  NAJAF, Iraq (Reuters) - Shi'ite fighters appeared to be in  control of a holy shrine in Najaf on Friday hours after Iraq's  interim government said it had overcome a bloody uprising by  seizing the Imam Ali mosque without a shot being fired.",Politics
"Legal Steps Start for Accused U.S. Deserter Jenkins  CAMP ZAMA, Japan (Reuters) - Legal steps are under way to  decide the fate of U.S. Army Sergeant Charles Robert Jenkins,  accused of deserting to North Korea in 1965, a U.S. Army  official said Monday as the 64-year-old soldier got set to  return to active duty for the first time in four decades.",Politics
"LaCassie, Price qualify for US Amateur Match Play Two of the three Australians who made the field for this week #39;s US Amateur Championship at the famed Winged Foot Golf Club in New York, have made it into the top sixty four who will fight out the Match Play phase of the Championship. ",Sport
"US guard 'stomped' on Iraqis A colleague testifies against the woman pictured in photos from Iraq's Abu Ghraib prison, Pte Lynndie England.",Politics
Souness wary of a giantkilling Newcastle boss Graeme Souness has warned his players not to underestimate non-league Yeading when they clash next month. The Magpies were paired with the Ryman League outfit in yesterday #39;s draw for the FA ,Sport
Eight terror suspects appear in British court Eight men charged with planning terrorist attacks in Britain and the US have entered no pleas in a British court guarded by some of the tightest security ever seen. ,Politics
Qaeda link seen as bid to deflect criticism MOSCOW -- President Vladimir V. Putin depicts rebels in Chechnya as part of the international terrorist threat spearheaded by Al Qaeda. But analysts say the Chechen insurgency remains largely a nationalist movement aimed at winning independence from Russia.,Politics
"Lamb helping to lead Astros #39; charge Lamb, who was in spring training with the Yankees, went 4-for-5, including his career-high 10th homer, and drove in four runs as the surging Astros beat the Pirates, 10-5, yesterday at Minute Maid Field for their ninth win in a row.",Sport
"S. Africa Links Pakistani Khan Network #39; to Arrests (Update1) South Africa #39;s arrest of two men for the alleged smuggling of goods that could be used to make nuclear weapons is linked to the so-called Pakistani Khan network, #39; #39; a foreign affairs official said.",Politics
"Tributes paid to Belgium #39;s  #39;magic #39; football coach The Belgian press paid tribute to Raymond Goethals on Tuesday, describing him as the magician and looking back on his teams many victories.",Sport
"Two Bus Bombs in India Kill 4, Injure 39 GAUHATI, India Aug. 26, 2004 - A passenger bus and another carrying paramilitary soldiers and their families were blown up in separate explosions in the insurgency-wracked Assam state on Thursday, killing ",Politics
Golden goal for NBA stars as they face formidable challengers (AFP) AFP - Winning a gold medal would ease the sting of two Olympic qualifying defeats for the United States team of National Basketball Association stars.,Sport
"James reveals Ryder rigours For the first time in 17 years, Mark James is planning to relax for this weekend #39;s Ryder Cup. James has been involved with the European team in some form at every Ryder Cup since 1989.",Sport
"Instant Analysis: Oregon State at LSU If you #39;re a romantic who thinks about sports the way Grantland Rice wrote about the Four Horsemen of Notre Dame, this exhausting, wrenching battle between Oregon State and Louisiana State represented everything that makes college football a supreme ",Sport
"United raise stakes for Rooney Everton has confirmed it has received an improved bid for Wayne Rooney, understood to be worth 25 million (A\$63.7 million). Newcastle has also been chasing the England striker, but is yet to counter the offer.",Sport
Marathoner Finishes Third After Attack (AP) AP - A defrocked Irish priest bolted from the crowd and grabbed the marathon leader about three miles from the finish Sunday. The Brazilian runner Vanderlei de Lima wound up with the bronze  #151; and a special award for sportsmanship  #151; and the former priest was arrested.,Sport
"Hopes for peace talks as Nepal rebels lift blockade Nepal #39;s ruling coalition has expressed hopes for peace talks with Maoist rebels, as the capital, Kathmandu, returned to normal after the rebels lifted a week-long blockade.",Politics
"Defeatist attitude missing Teryn Ashley had a smile on her face despite her straight-set opening-round loss to 12th-seeded Ai Sugiyama . For the third time this year, the Brookline, Mass., native found herself in the main draw of a major tournament, this time making her debut at the US Open.",Sport
Keegan Delighted with Wright-Phillips II Manchester City boss Kevin Keegan was able to salvage the emergence of a potential new star out of a disappointing 3-2 defeat at Middlesbrough.,Sport
"Barents Sea 'faces major threats' The pristine Arctic waters of the Barents Sea are overfished and face serious pollution problems, the UN says.",Politics
"European press review Today #39;s mixed bag of a press review covers, among other topics, the acquittal of a terror suspect by a German court, the Russian shot-putter stripped of her gold medal in Athens and a Georgian disco.",Politics
"Bleak outlook for Cambodian gem diggers as mining firms move in (AFP) AFP - In the search for riches beyond the dreams of most Cambodians, hundreds of gem diggers plunge daily down dangerous hand-built shafts hunting for amethysts and zircons.",Politics
"Responding to McCain, Bush Plans Legal Action on Ads (Reuters) Reuters - President Bush on Thursday\sought to smooth over differences with Sen. John McCain by\promising to take legal action to stop political ads by outside\groups, including those attacking the war record of Bush's\Democratic presidential rival, John Kerry.",Politics
"Church Says Girl's Communion Not Valid BRIELLE, N.J. - An 8-year-old girl who suffers from a rare digestive disorder and cannot eat wheat has had her first Holy Communion declared invalid because the wafer contained no wheat, violating Roman Catholic doctrine...",Politics
Sox's Guillen Hospitalized Chicago White Sox skipper Ozzie Guillen entered a Chicago hospital on Tuesday with symptoms that suggest kidney stones.,Sport
"Hamm gold by a sliver ATHENS - Paul Hamm feared he had blown a shot for a medal when he stumbled at the end of his performance in the vault, his fourth event in the six-event men #39;s individual all-around final. But the freckle-faced gymnast from Wisconsin ...",Sport
"With lockout on horizon, NHL labor talks break off After failing to make any progress toward a new collective bargaining agreement, the NHL owners and players agreed on one point: A lockout seems inevitable.",Sport
"In Nebraska, Football Feeds State's Ego (AP) AP - Decades ago, a beleaguered Nebraska football coach raised a stink across the plains when he said he didn't think this state could be great at anything.",Sport
"Malaysia court overturns Anwar sodomy ruling years in jail, overturning his conviction for sodomy in a shock ruling expected to win support for the new prime minister. freedom to urge the country #39;s recently installed prime minister to drive harder on reform.",Politics
"Sports briefs for August 26, 2004 Arsenal beat Blackburn 3-0 for its 43rd consecutive English Premiership match without a loss, breaking a record for England #39;s top soccer league set in 1978 by Nottingham Forest, which went without a loss from November 1977 to December the following year.",Sport
Kuznetsova forced to fight to reach Bali semis US Open champion Svetlana Kuznetsova overcame a tough first-set challenge from wild card Angelique Widjaja to reach the semi-finals of the Wismilak International with a 7-5 6-1 victory on Friday.,Sport
"Report: Big Explosion Reported in North Korea  SEOUL (Reuters) - A huge explosion rocked an area in North  Korea near the border with China three days ago and appeared to  be much bigger than a train blast that killed 170 people in  April, Yonhap news agency reported on Sunday.",Politics
"Kenseth dominates IROCs short-track debut Matt Kenseth turned the all-star International Race of Champions series into a one-star event Thursday night. Taking the lead on the sixth of 90 laps, Kenseth raced comfortably in front ",Sport
"Federer, Hewitt Sweep Into Open Final NEW YORK - Roger Federer kept up his bid to become the first man since 1988 to win three Grand Slam titles in a year, beating Tim Henman 6-3, 6-4, 6-4 Saturday and cruising into the U.S. Open final against Lleyton Hewitt...",Politics
Israeli surfs in for historic gold Gal Fridman closed his eyes and enjoyed a sweet sound never before heard at an Olympic Games -he strains of Israel #39;s national anthem playing in honor of the winner of a gold medal.,Sport
"Marathon marred by mugging In a bizarre and stunning conclusion to the Olympic Games, the leader of the men #39;s marathon was grabbed by a former Irish priest and pushed into the crowd about three miles from the finish.",Sport
Bloomberg Faces Payoff Year on School Plans New York's public school children are returning to class for a year that will serve as a crucial barometer of Mayor Michael Bloomberg's education efforts.,Politics
"Soccer handoff sign of success HERAKLIO, Crete -- You hang around long enough, you see a kid who had your picture up on the wall, and who thought you were some kind of a goddess, take your pass and score the goal that gives you one last chance at a gold medal.",Sport
"Joyous pilgrims mark end of Najaf standoff Thousands of pilgrims streamed into the Imam Ali Shrine in Najaf yesterday as militants left, handing the keys to religious authorities after Iraq #39;s top Shia cleric ",Politics
"Day 6 Roundup: China back on winning track After two days of gloom, China was back on the winning rails on Thursday with Liu Chunhong winning a weightlifting title on her record-shattering binge and its shuttlers contributing two golds in the cliff-hanging finals. ",Sport
"A good beginning on Day One of talks NEW DELHI, Sept. 5. - A good beginning. That was how senior official sources categorised the first day of talks between the foreign ministers of India and Pakistan, Mr Natwar Singh and Mr Khurshid Mahmud Kasuri, today.",Politics
Athletics: Crying shame for Radcliffe as marathon dream dies in &lt;b&gt;...&lt;/b&gt; ATHENS - Paula Radcliffe #39;s entrance to the Panathinaiko Stadium was not supposed to have been like this. For four years she has dreamed of setting the final garland on an honour-strewn career by arriving at ,Sport
Prem Preview: Blackburn  Portsmouth Mark Hughes takes charge of Blackburn for the first time and will hope that mediocre travellers Portsmouth will provide an instant success for his nineteenth placed side.,Sport
Locals were not killed in North Waziristan PESHAWAR: NWFP Governor Syed Iftikhar Hussain Shah on Friday rejected claims that the four men killed in a raid in North Waziristan on last Monday were local tribesmen.,Politics
"Decks cleared for Aziz Islamabad, Aug. 25: Chaudhry Shujaat Hussein today resigned as Prime Minister, paving the way for his successor, finance minister Shaukat Aziz, to lead the country for the next three years.",Politics
"Springboks beat Australia in tr-nations rugby South Africa has defeated Australia in the final match of the rugby Tri Nations series. Africa correspondent Sally Sara reports, the Springboks won 23 to 19 in front of a home crowd in Durban.",Sport
"American leads early in decathlon American Bryan Clay took the lead through the first three events of the Olympic decathlon Monday. Allyson Felix of the United States also posted the fastest time in the opening round of the 200-meter dash, a 22.",Sport
"Tape Shows Missing French Journalists CAIRO, Aug. 28 -- Islamic militants released a brief videotape showing two French journalists kidnapped recently in Iraq, saying they were holding the men to protest a French law banning head scarves in schools ",Politics
"Darfur crisis: Will new peace talks succeed? Rebel groups and Sudan #39;s government are attending talks to try to end the conflict in the troubled Darfur region. Delegates from both sides are in the Nigerian capital Abuja for the discussions, which will ",Politics
"Danny Williams: Self Help Contender Danny Williams, Mike Tyson sweepstakes victor and career underachiever, has been trying all week to look the part of the next big some-body, reformed heavyweight on a mission, destinys ",Sport
"Afghans Arrest Three for Rocket Attack on Karzai Three men have been arrested for trying to kill Afghan President Hamid Karzai by firing a rocket at his helicopter during his first election campaign trip outside the capital, officials said on Friday.",Politics
"Ichiro 2 hits from historic major league record SEATTLE - Ichiro went 1-for-4 against the Tampa Bay Devil Rays on Monday, moving within two hits of becoming the first player in major league history to record 200 hits in four consecutive years from his rookie season.",Sport
"Baseball-Pierre Hits, Burnett Pitches Marlins to Easy Win Juan Pierre had three hits and AJ Burnett pitched eight solid innings as the Florida Marlins salvaged a split of their key four-game series against the Chicago Cubs with an 11-1 win in the series finale in National League play Sunday.",Sport
"Sharon #39;s leadership in crisis as Likud rejects settler plan Ariel Sharon #39;s political obituary was being written yesterday as opponents in Labour and his own Likud party turned their backs on the embattled Prime Minister, putting his plan for a staged withdrawal of settlers from the West ...",Politics
"AL Wrap: Crosby, Swisher Connect to End A's Losing Streak (Reuters) Reuters - Rookies Bobby Crosby and Nick Swisher\belted back-to-back homers in the eighth inning to rally the\Oakland Athletics to a 5-4 win over the Cleveland Indians in\the American League Saturday.",Sport
"Roddick to lead US Davis Cup squad Andy Roddick, along with Olympic silver medalist Mardy Fish and the doubles pair of twins Bob and Mike Bryan will make up the US team to compete with Belarus in the Davis Cup, reported CRIENGLISH.",Sport
Fleisher Takes Lead at Hickory Classic (AP) AP - Bruce Fleisher parlayed eight birdies into a tournament-low 65 Saturday and cruised to a 3-shot lead after the second round of the Greater Hickory Classic.,Sport
U.S. Wins Sailing Gold Americans Paul Foerster and Kevin Burnham win their first Olympic titles after outmaneuvering their British rivals during the final 470 class race.,Sport
"Indian violence kills 6, injures 51 Six persons, including two Border Security Force (BSF) men, were killed and 51 others injured in three blasts triggered by United Liberation Front of Asom (ULFA) militants ",Politics
Murali upset over awards Muttiah Muralitharan says he was ignored for the ICC's World Test  XI because of his bowling action.,Politics
"With Kenteris and Thanou out of Games, hometown suffers a big blow Give the International Olympic Committee credit. By virture of simply being in the room when the bullet slipped into the chamber, by holding the disciplinary hearing at which, on Wednesday, Greek sprinters Kostas Kenteris and Katerina Thanou completed ...",Sport
"Europe Strikes Early Ryder Blow with Charm Offensive  BLOOMFIELD HILLS, Michigan (Reuters) - Holders Europe have  gained an early Ryder Cup advantage over the United States by  winning over the home fans at Oakland Hills.",Sport
"Kidnappers Extend Deadline for French Hostages Militants holding two French journalists hostage in Iraq gave France another 24 hours on Monday to revoke its ban on Muslim headscarves in schools, Al Jazeera reported.",Politics
Haitian Rebel Leader Appears for Trial (AP) AP - Jury selection began Monday for a Haitian paramilitary leader convicted in absentia of killing a businessman and ordering a massacre in the early 1990s but is facing the charges again after returning to lead a revolt against President Jean-Bertrand Aristide.,Politics
"Hardware in store for Hatch, Kupets ATHENS -- A year ago in Anaheim, Calif., they were out of uniform and on crutches, their world meet over before it began, their careers in doubt. Annia Hatch had dislocated her left knee and torn her anterior cruciate ligament. Courtney Kupets had ruptured her left Achilles' tendon. Last night, they were both on the Olympic medal stand with medals ...",Sport
Eritreans being deported from Libya hijack plane to Sudan (AFP) AFP - Four Eritreans among a group being forcibly returned home from Libya hijacked their aircraft and forced it to land in Khartoum amid warnings from a human rights watchdog that Eritrean deportees face imprisonment or even torture.,Politics
Partisan Feud Deepens Over History Body The ruling and opposition parties on Friday continued to lock horns over the establishment of a committee to explore the truth of the nation #39;s modern history a day after Uri Party leader Shin Ki-nam resigned because of his father #39;s ...,Politics
Susilo well ahead in Indonesian presidential race: opinion polls By Channel NewsAsia #39;s Indonesia Bureau Chief Haseenah Koyakutty. JAKARTA : Former army general Susilo Bambang Yudhoyono is being tipped to win next Monday #39;s Indonesian presidential election by a handsome margin.,Politics
"New al-Qaida Tape Airs Two days before the third anniversary of the September 11th attacks, a new tape from an Osama bin Laden deputy has aired. The al-Qaida man says US forces have been driven into the  quot;trenches #39; #39; in Afghanistan.",Politics
"Panis to Retire as Formula One Driver  MONZA, Italy (Reuters) - Formula One's oldest driver  Olivier Panis announced Thursday he will quit racing at the end  of the season to take up a test role with Toyota.",Sport
"Likud voters want Sharon to pursue coalition: poll JERUSALEM: Most members of Israel #39;s ruling Likud party want Prime Minister Ariel Sharon to press on with talks to widen his coalition despite a vote by the Likud executive barring any such move, a poll showed on Friday.",Politics
"Huge pileup on Montreal highway kills one person and injures six others (Canadian Press) Canadian Press - MONTREAL (CP) - Flames shot several metres into the sky as a major pileup involving several semi-trailers killed one person Thursday, injured six others and caused traffic chaos on a busy highway.",Politics
"China Ex-President May Be Set to Yield Last Powerful Post Jiang Zemin, China's military chief and senior leader, has told Communist Party officials that he plans to resign, two people with leadership connections say.",Politics
"Scottish landslides trap up more than 50 people (AFP) AFP - More than 50 people were airlifted to safety after landslides caused by violent rain trapped cars on a road in Scotland, just days after flash floods devastated a tourist village in southwest England.",Politics
"Plenty of Tickets Remain Howard's 0-2 start and the threat of rain from Hurricane Ivan have slowed ticket sales for Saturday's Prince George's Classic at FedEx Field, organizers said Tuesday.",Sport
"Talking with ... Vijay Singh, PGA Tour Vijay Singh, 41, shot a final-round 76 but still won the PGA Championship on Sunday at Whistling Straits in Haven, Wis. ",Sport
"Oscar De La Hoya Has It Just as Ali overshadowed two greats in Joe Frazier and George Foreman, Mike Tyson did the same to Evander Holyfield and Lennox Lewis.",Sport
"Golf: Luke Donald of England Captures European Masters English golfer Luke Donald has captured the European Masters tournament in Crans-sur-sierre, Switzerland by five strokes, for his second victory on the European Tour.",Sport
"Cards' McCown to Start Cardinals head coach Dennis Green returns the starting quarterback job to his first choice, Josh McCown, for Sunday's game against San Francisco.",Sport
"SI.com OAKLAND, California (Ticker) -- Nick Swisher and Bobby Crosby kept the Oakland Athletics alone in first place for at least another day.",Sport
"Punching his way forward ATHENS -- There's only room for one Cinderella in a boxing ring. That was the sad lesson Andre Berto learned last night as his long road to the Olympic Games came to an abrupt end at the Peristeri Boxing Hall in his first fight in the welterweight division. First fight, that is, unless you understand what it took for him ...",Sport
Golfer Thatcher Leads at Reno-Tahoe Open (AP) AP - Mark Calcavecchia briefly took the lead Friday before a double bogey left him one stroke behind leader Roland Thatcher after the first round of the rain-delayed Reno-Tahoe Open.,Sport
"Clean heels, clean sweep in 200m THE Americans have done it again. Just two days after making a clean medal sweep in the men #39;s 400 metres, Shawn Crawford, Bernard Williams and Justin Gatlin clinched 1-2-3 placings in the 200m.",Sport
"Powell: North Korean Explosion Probably Not Nuclear Secretary of State Colin Powell says the United States believes a recent explosion in North Korea was, in his words, not a nuclear event.",Politics
"Woodward Remains England Coach, Will Continue Talks on Future Clive Woodward, who led England to victory at last year #39;s rugby World Cup, will today hold further talks about his future, a day after saying he will quit as coach.",Sport
"Radcliffe confirms bid for 10,000m World marathon record holder Paula Radcliffe will run in Friday evening #39;s women #39;s 10,000 meters final. British athletics team spokeswoman Emily Lewis said Radcliffe had confirmed ",Sport
"Kerry Decries Bush Plan to Recall Troops CINCINNATI - John Kerry, telling fellow combat veterans he's their ""true brother in arms,"" said Wednesday that President Bush's plan to withdraw U.S. troops from Europe and Asia would weaken U.S...",Politics
"Two fathers keep vigil for Manny The surgeon who treated a young Jakarta blast victim fears the five-year-old may have paralysis, reports Connie Levett from Singapore.",Politics
"Putin casts jet crashes as terrorist bombings MOSCOW President Vladimir Putin said Tuesday that a claim by an Islamic extremist group to have downed two passenger airliners a week ago, if confirmed, would prove that the conflict spilling out of Chechnya was being fueled by international terrorist ",Politics
Taiwan loses out again After more than 90 speeches on Wednesday - the vast majority against putting Taiwan on the assembly #39;s agenda - President Jean Ping of Gabon asked the assembly #39;s General Committee if there were any objections to not including the issue.,Politics
Lara must lead by example or face losing the captaincy The West Indian players and their supporters must be sick to death of reading comments that are highly critical of the way they have played in this series. ,Sport
"Top Shia leader returns to Iraq Grand Ayatollah Ali Sistani, seen by many as crucial to ending the Najaf crisis, is back in Iraq from the UK.",Politics
"3 countries sign pact to disarm rebel groups KAMPALA -- Uganda, Rwanda, and the Democratic Republic of Congo agreed yesterday to immediately disarm rebel groups who threaten peace and security in Africa's Great Lakes region. The agreement was signed following US-sponsored talks in the Ugandan capital, Kampala, between delegations led by Ugandan Defense Minister Amama Mbabazi, Rwanda's Foreign Minister Charles Murigande, and his Congolese counterpart, Raymond Ramazani Baya. ...",Politics
"Pinochet Loses Immunity in Chile   Chile's Supreme Court yesterday stripped former dictator Augusto Pinochet of immunity from prosecution, paving the way for possible trials of the 88-year-old general on charges of human rights abuses during his 17-year rule.",Politics
"British researchers trace John Kerry's family back to European royalty (Canadian Press) Canadian Press - LONDON (AP) - Senator John Kerry has blue blood from all the royal houses of Europe, with even more titled relations than President George W. Bush, Burke's Peerage said Monday.",Politics
"Silver surprise for US #39;s Abdallah In the weeks leading up to these Olympic Games, American Nia Abdallah wasn #39;t even on the radar screen of international taekwondo.",Sport
Team GB Hoping for More Olympic Success Team GB will be hoping for more of the same at the Olympics today after finally delivering on the big stage with a four-medal haul. ,Sport
"Padres shut out Dodgers Adam Eaton allowed five hits over seven innings for his career-high 10th victory, Brian Giles homered for the second straight game, and the San Diego Padres beat the Dodgers, 3-0, last night in Los Angeles.",Sport
"After Five Golds, Phelps Bows Out of Relay (AP) AP - Michael Phelps ended his magnificent Olympics with a magnanimous gesture. He matched Mark Spitz's record of four individual gold medals in the pool, then gave up a coveted spot on the 400-meter medley relay team to Ian Crocker  #151; whom Phelps had just beaten.",Sport
"Practice leaves Harrington in pain and on fire But before any alarm bells start ringing in the European camp, it should be noted that this particular strain did not prevent the Dubliner shooting a best-of-the-day 64 in the third round of the Linde German Masters in Cologne.",Sport
"Barney the Dog Big Hit in GOP Video NEW YORK - The presidential pup made his convention debut Wednesday night in a spoof on the movie ""Rocky,"" showing the pooch hitting the campaign trail.    Delegates saw a video that opened with White House advisers Karl Rove and Andy Card in a heated debate about how to improve President Bush's poll numbers among an important bloc - dogs...",Politics
"Poles killed after Iraq ambush WARSAW, Poland (AP) -- Two Polish troops have been killed and five injured when their vehicles crashed as they were trying to escape an ambush in the central Iraqi city of Hillah, a military spokesman said. ",Politics
" #39;We are here to kill and we have enough stamina #39; When shrapnel lands in Najaf #39;s Imam Ali Shrine, Shia militants holed up inside the sacred complex casually inspect the hot metal and then return to prayers or chanting defiant slogans.",Politics
"Russia Looks for Cause of 2 Plane Crashes (AP) AP - Russian investigators labored Wednesday to determine whether terrorism caused the near-simultaneous crashes of two jetliners, killing all 89 people aboard and spreading anxieties about a possible bloody escalation of the Chechen conflict.",Politics
"Thornton's game: It's improving On Monday, reporters were speculating about whether Bruins captain Joe Thornton would be odd man out for Team Canada in last night's World Cup matchup against Team USA at the Bell Centre because of the amount of talent on the roster. But Thornton knew something they didn't. During an on-ice meeting with coach Pat Quinn during practice that ...",Sport
"The Rundown 5 LSU at 14 Auburn  3:30 p.m., WUSA-9, WJZ-13 &lt;br&gt;Don't expect a resolution to LSU's quarterback controversy, which pits freshman JaMarcus Russell against senior Marcus Randall. ""My view is that both quarterbacks can be weapons for our team,"" LSU Coach Nick Saban said. No such controversy in Auburn's backfield, where Carnell Williams and Ronnie Brown are both averaging more than 100 rushing yards per game. Hurricane Ivan, of course, is raging in the South. But so is Auburn, which remembers the 31-7 thrashing at the hands of LSU last season. The winner of this game will be the favorite in the SEC West.",Sport
"GOLF ROUNDUP: Singh leads Woods, close to top spot Singh shot 68 to widen his lead over Tiger Woods at the Deutsche Bank Championship, putting him one round from his sixth victory of the year and the No.",Sport
"US women win bronze in water polo Athens, Greece (Sports Network) - Ellen Estes scored the game-winning goal with just 2:20 remaining, leading the United States women #39;s water polo team to a 6-5 victory over Australia in the bronze medal match Thursday.",Sport
"Lockout Looms as NHL, Players #39; Union Deadlocked The National Hockey League and its players ended three days of labor talks in an apparent deadlock on Thursday, with little progress seen in avoiding a lockout by team owners later this month.",Sport
"Arms dealer says Thatcher wanted to buy two military helicopters An arms dealer, who is the key state witness in the attempted coup in an oil-rich African state, said that he had talks with Sir Mark Thatcher who wanted to buy two military helicopters, it was revealed yesterday.",Politics
Rockies keep Bonds stuck at 696 Even Barry Bonds can #39;t belt home runs if he doesn #39;t get any pitches to hit. The Giants #39; left-handed slugger remained stuck on 696 for the second consecutive evening ,Sport
"Zimbabwe Convicts Accused 'Mercenary' for Weapons  HARARE (Reuters) - A Zimbabwe court Friday convicted a  British man accused of leading a coup plot against the  government of oil-rich Equatorial Guinea on weapons charges,  but acquitted most of the 69 other men held with him.",Politics
